movieId,movie_encoded,title
38538,7631,Speak (2004)
89369,10407,"Better Life, A (2011)"
6764,5477,"Rundown, The (2003)"
56715,8595,Wristcutters: A Love Story (2006)
1873,1568,"Misérables, Les (1998)"
1342,1169,Candyman (1992)
1414,1232,Mother (1996)
65802,9100,Paul Blart: Mall Cop (2009)
129937,12445,Run All Night (2015)
8907,6541,Shark Tale (2004)
27271,7032,Taboo (Gohatto) (1999)
79318,9839,Winnebago Man (2009)
5893,4869,"Last Seduction, The (1994)"
7202,5803,Beyond Re-Animator (2003)
6013,4949,Kangaroo Jack (2003)
77866,9750,Robin Hood (2010)
4227,3589,"Brothers, The (2001)"
38159,7623,"Short Film About Love, A (Krótki film o milosci) (1988)"
3269,2801,Forever Young (1992)
288861,17280,They Cloned Tyrone (2023)
3439,2934,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
98239,10974,Red Dawn (2012)
110586,11608,Calvary (2014)
2921,2502,High Plains Drifter (1973)
128141,12372,The New Kids (1985)
6162,5047,Gerry (2002)
971,845,Cat on a Hot Tin Roof (1958)
8873,6524,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
32296,7350,Miss Congeniality 2: Armed and Fabulous (2005)
4944,4166,Empire of the Ants (1977)
38095,7621,"Bittersweet Life, A (Dalkomhan insaeng) (2005)"
5440,4544,She Wore a Yellow Ribbon (1949)
90439,10477,Margin Call (2011)
263495,16909,Love Hard (2021)
110297,11596,Muppets Most Wanted (2014)
7073,5712,"Shot in the Dark, A (1964)"
103483,11253,V/H/S/2 (2013)
2093,1777,Return to Oz (1985)
99007,11003,Warm Bodies (2013)
6461,5264,"Unforgiven, The (1960)"
2377,2020,Lifeforce (1985)
157186,13694,Veloce come il vento (2016)
5103,4293,"Sandlot, The (1993)"
4403,3730,"Fall of the House of Usher, The (House of Usher) (1960)"
6014,4950,National Security (2003)
27788,7137,"Jacket, The (2005)"
4683,3964,"Wizard, The (1989)"
1762,1497,Deep Rising (1998)
75805,9663,"Bounty Hunter, The (2010)"
185171,15100,The Hurricane Heist (2018)
168276,14236,Passage to Mars (2016)
277864,17103,Sniper: Rogue Mission (2022)
202383,15859,Stepfather III (1992)
5609,4673,Ballistic: Ecks vs. Sever (2002)
58297,8681,Doomsday (2008)
8459,6303,"Heiress, The (1949)"
3858,3278,Cecil B. DeMented (2000)
78635,9801,Under the North Star (Täällä Pohjantähden alla) (2009)
996,866,Last Man Standing (1996)
2409,2051,Rocky II (1979)
2287,1938,Them! (1954)
538,507,Six Degrees of Separation (1993)
103984,11290,"Great Beauty, The (Grande Bellezza, La) (2013)"
107412,11476,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967)"
208747,16095,The Good Liar (2019)
54745,8446,Rocket Science (2007)
4849,4100,My First Mister (2001)
6849,5537,Scrooge (1970)
27094,7012,Flowers of Shanghai (1998)
284111,17223,The Strays (2023)
4503,3815,Everybody's All-American (1988)
76210,9687,Defendor (2009)
3130,2686,Bonfire of the Vanities (1990)
4787,4047,Little Man Tate (1991)
3718,3160,American Pimp (1999)
2491,2124,Simply Irresistible (1999)
270,255,Love Affair (1994)
201340,15809,The Lighthouse (2019)
4792,4051,13 Ghosts (1960)
3093,2652,McCabe & Mrs. Miller (1971)
91134,10535,My Week with Marilyn (2011)
34338,7524,"Aristocrats, The (2005)"
8689,6415,"Shock to the System, A (1990)"
3549,3026,Guys and Dolls (1955)
6235,5102,Europa Europa (Hitlerjunge Salomon) (1990)
26136,6765,"Hallelujah Trail, The (1965)"
278980,17131,The Fabelmans (2022)
7001,5645,Invasion of the Body Snatchers (1978)
1592,1363,Air Bud (1997)
3156,2709,Bicentennial Man (1999)
3347,2860,Never Cry Wolf (1983)
97988,10957,"Bay, The (2012)"
26865,6984,Fist of Legend (Jing wu ying xiong) (1994)
104518,11330,Empire State (2013)
5206,4365,Mother's Day (1980)
20,19,Money Train (1995)
2121,1803,Cujo (1983)
6290,5144,House of 1000 Corpses (2003)
27641,7097,Upswing (Nousukausi) (2003)
6380,5208,Capturing the Friedmans (2003)
7169,5783,Chasing Liberty (2004)
3264,2796,Buffy the Vampire Slayer (1992)
116855,11943,The Way He Looks (2014)
109673,11570,300: Rise of an Empire (2014)
3328,2847,Ghost Dog: The Way of the Samurai (1999)
1009,876,Escape to Witch Mountain (1975)
54775,8450,War (2007)
4234,3595,"Tailor of Panama, The (2001)"
6783,5492,"Rules of the Game, The (La règle du jeu) (1939)"
236995,16629,"Summer Of Soul (…Or, When The Revolution Could Not Be Televised) (2021)"
2335,1980,"Waterboy, The (1998)"
286355,17248,Beau Is Afraid (2023)
196267,15593,The Trouble with You (2018)
204750,15958,Ode to Joy (2019)
3270,2802,"Cutting Edge, The (1992)"
30892,7210,In the Realms of the Unreal (2004)
103444,11251,Woody Allen: A Documentary (2012)
247988,16723,Luca (2021)
127114,12332,The End of the Tour (2015)
5509,4599,Biggie and Tupac (2002)
159169,13782,Crush the Skull (2015)
2932,2512,Days of Heaven (1978)
43838,7809,Troll (1986)
276911,17089,Medieval (2022)
1792,1512,U.S. Marshals (1998)
72720,9519,"Single Man, A (2009)"
80361,9902,$5 a Day (2008)
103,100,Unforgettable (1996)
7003,5647,Kafka (1991)
3684,3129,"Fabulous Baker Boys, The (1989)"
2010,1699,Metropolis (1927)
100326,11089,Stand Up Guys (2012)
8604,6367,Taxi (1998)
199696,15735,Competition (2015)
1735,1480,Great Expectations (1998)
101088,11126,Stoker (2013)
5611,4675,"Four Feathers, The (2002)"
7199,5802,Melvin Goes to Dinner (2003)
137857,12875,The Jungle Book (2016)
2422,2064,"Karate Kid, Part III, The (1989)"
151113,13455,A Man Called Ove (2015)
71246,9394,Amreeka (2009)
6094,5005,Liquid Sky (1982)
73854,9595,"Rudolph, the Red-Nosed Reindeer (1964)"
26463,6881,Barefoot Gen (Hadashi no Gen) (1983)
1340,1167,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)"
64497,9037,"Day the Earth Stood Still, The (2008)"
206857,16029,The Irishman (2019)
647,591,Courage Under Fire (1996)
1301,1134,Forbidden Planet (1956)
26513,6902,"Ice Pirates, The (1984)"
8589,6359,Winter War (Talvisota) (1989)
5945,4903,About Schmidt (2002)
170745,14377,13 reasons why
61352,8914,Traitor (2008)
7766,6061,Throne of Blood (Kumonosu jô) (1957)
6958,5606,"Haunted Mansion, The (2003)"
766,683,I Shot Andy Warhol (1996)
5011,4224,Charlotte Gray (2001)
5605,4669,Ratcatcher (1999)
188697,15247,Happy as Lazzaro (2018)
1449,1259,Waiting for Guffman (1996)
181,169,Mighty Morphin Power Rangers: The Movie (1995)
33639,7462,Mad Hot Ballroom (2005)
6872,5554,"House of the Dead, The (2003)"
1147,993,When We Were Kings (1996)
8259,6237,Hooper (1978)
27180,7022,Joan of Arc (1999)
204534,15941,Northern Wind (2018)
172813,14489,The Wizard of Lies (2017)
665,606,Underground (1995)
1667,1427,Mad City (1997)
142827,13141,Waves (2000)
31420,7259,Assault on Precinct 13 (2005)
30905,7213,Bomb the System (2002)
2439,2079,Affliction (1997)
2354,1998,"Rugrats Movie, The (1998)"
3515,2999,Me Myself I (2000)
104998,11360,Paradise: Faith (Paradies: Glaube) (2012)
1840,1545,He Got Game (1998)
3357,2867,East-West (Est-ouest) (1999)
121372,12159,Bill Burr: Let It Go (2010)
158783,13754,The Handmaiden (2016)
228717,16553,Manmarziyaan (2018)
2836,2424,Outside Providence (1999)
269146,16965,Fresh (2022)
158972,13766,Toni Erdmann (2016)
1979,1669,Friday the 13th Part VI: Jason Lives (1986)
30883,7209,Fat Albert (2004)
4675,3956,Three Fugitives (1989)
190783,15342,Beggars of Life (1928)
1661,1421,Switchback (1997)
1804,1520,"Newton Boys, The (1998)"
113453,11763,Let's Be Cops (2014)
183445,15002,Aile Arasında (2017)
3053,2619,"Messenger: The Story of Joan of Arc, The (1999)"
2266,1921,"Butcher's Wife, The (1991)"
5046,4251,Impostor (2002)
706,635,Sunset Park (1996)
6123,5024,Sunless (Sans Soleil) (1983)
3959,3358,"Time Machine, The (1960)"
6401,5222,Rio Lobo (1970)
4576,3875,C.H.U.D. II - Bud the Chud (1989)
2952,2532,Sydney (Hard Eight) (1996)
1555,1334,"To Have, or Not (En avoir (ou pas)) (1995)"
6676,5414,Incident at Oglala (1992)
2400,2042,Prancer (1989)
67695,9177,Observe and Report (2009)
603,560,"Bye Bye, Love (1995)"
80860,9947,Life as We Know It (2010)
3683,3128,Blood Simple (1984)
96691,10869,Resident Evil: Retribution (2012)
35,34,Carrington (1995)
101577,11152,"Host, The (2013)"
173145,14507,War for the Planet of the Apes (2017)
7367,5923,"Ladykillers, The (2004)"
3235,2770,Where the Buffalo Roam (1980)
180325,14889,"I Love You, Daddy (2017)"
575,540,"Little Rascals, The (1994)"
6538,5317,Swimming Pool (2003)
2463,2102,Ruthless People (1986)
152031,13496,Space Cop (2016)
6205,5078,Mr. North (1988)
170957,14395,Cars 3 (2017)
111364,11642,Godzilla (2014)
270526,16984,The Lost City (2022)
2073,1760,Fandango (1985)
286897,17253,Spider-Man: Across the Spider-Verse (2023)
4541,3847,"Serpent and the Rainbow, The (1988)"
288571,17278,Blue Beetle (2023)
31225,7241,Coach Carter (2005)
55250,8493,"Game Plan, The (2007)"
141688,13057,Legend (2015)
3238,2771,Eye of the Beholder (1999)
152772,13543,Becoming Bulletproof (2014)
8633,6382,"Last Starfighter, The (1984)"
2882,2465,Jakob the Liar (1999)
90717,10501,Tower Heist (2011)
39444,7657,"Weather Man, The (2005)"
3198,2744,Papillon (1973)
3697,3141,Predator 2 (1990)
6426,5237,"Far Country, The (1954)"
87485,10305,Bad Teacher (2011)
31148,7231,Day of the Wacko (Dzien swira) (2002)
27711,7110,Naked Weapon (Chek law dak gung) (2002)
49280,8135,Bobby (2006)
158418,13746,Goin' Down the Road (1970)
1812,1526,Wide Awake (1998)
2315,1962,Bride of Chucky (Child's Play 4) (1998)
203218,15892,Good Boys (2019)
27721,7112,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)"
2241,1901,Class (1983)
104944,11356,Short Term 12 (2013)
259647,16854,Nightbooks (2021)
6897,5572,Unconditional Love (2002)
135133,12713,The Hunger Games: Mockingjay - Part 2 (2015)
53318,8363,Cashback (2006)
278702,17123,Glass Onion: A Knives Out Mystery (2022)
4053,3443,Double Take (2001)
72552,9502,Oxford Blues (1984)
82452,10054,Frozen (2007)
7280,5862,Blacula (1972)
9,8,Sudden Death (1995)
5739,4763,Faces of Death 6 (1996)
156025,13655,Ice Age: The Great Egg-Scapade (2016)
6006,4946,Just Married (2003)
282649,17203,Knock at the Cabin (2023)
174815,14603,The House (2017)
125,119,Flirting With Disaster (1996)
2327,1972,Tales from the Darkside: The Movie (1990)
7165,5781,"Company, The (2003)"
4616,3906,Lean on Me (1989)
55363,8511,"Assassination of Jesse James by the Coward Robert Ford, The (2007)"
2607,2224,Get Real (1998)
1649,1411,"Fast, Cheap & Out of Control (1997)"
4518,3829,The Lair of the White Worm (1988)
8542,6346,"Day at the Races, A (1937)"
133798,12637,Hot Pursuit (2015)
103335,11244,Despicable Me 2 (2013)
67799,9180,The Butterfly Effect 3: Revelations (2009)
5247,4398,Smokey and the Bandit (1977)
46974,7994,World Trade Center (2006)
245004,16694,Magnetic (2018)
3355,2866,"Ninth Gate, The (1999)"
4128,3502,"Lost Boys, The (1987)"
49961,8177,Notes on a Scandal (2006)
6932,5588,Shattered Glass (2003)
4424,3749,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
42009,7743,Cheaper by the Dozen 2 (2005)
113604,11770,If I Stay (2014)
4255,3611,Freddy Got Fingered (2001)
26680,6936,Cry-Baby (1990)
96941,10887,2016: Obama's America (2012)
204542,15943,It: Chapter Two (2019)
113394,11761,"Pretty One, The (2013)"
92507,10633,Safe House (2012)
5417,4524,"Fast Runner, The (Atanarjuat) (2001)"
5026,4236,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)"
226202,16508,Free Guy (2020)
188833,15260,The Man Who Killed Don Quixote (2018)
3732,3174,"Fury, The (1978)"
3565,3040,Where the Heart Is (2000)
104925,11355,"Family, The (2013)"
183843,15032,Mandy (2018)
209,196,White Man's Burden (1995)
139417,12927,Tale of Tales (2015)
2570,2193,"Walk on the Moon, A (1999)"
54881,8458,"King of Kong, The (2007)"
47239,8006,"Hurricane, The (1937)"
6264,5122,"Core, The (2003)"
2365,2008,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
3614,3075,Honeymoon in Vegas (1992)
78209,9775,Get Him to the Greek (2010)
6062,4987,Lost in La Mancha (2002)
121231,12150,It Follows (2014)
3306,2831,"Circus, The (1928)"
4803,4061,Play Misty for Me (1971)
51084,8239,Music and Lyrics (2007)
132549,12564,Grandma (2015)
170287,14340,Species: The Awakening (2007)
150868,13452,Jasne Błękitne Okna
27368,7051,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002)
542,511,Son in Law (1993)
1317,1146,I'm Not Rappaport (1996)
8684,6413,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)"
4012,3408,Punchline (1988)
213319,16219,Superman: Red Son (2020)
148078,13357,Wolf (2008)
892,769,Twelfth Night (1996)
250968,16755,In The Heights (2021)
141918,13076,Dude Bro Party Massacre III (2015)
2625,2240,Black Mask (Hak hap) (1996)
4056,3446,"Pledge, The (2001)"
2296,1946,"Night at the Roxbury, A (1998)"
59,57,"Confessional, The (Confessionnal, Le) (1995)"
4039,3433,Annie (1982)
102720,11202,Epic (2013)
2560,2184,Ravenous (1999)
57526,8639,Untraceable (2008)
71670,9438,All About Steve (2009)
133867,12642,Barely Lethal (2015)
140115,12965,Batman Unlimited: Monster Mayhem (2015)
23,22,Assassins (1995)
6063,4988,May (2002)
8183,6206,Educating Rita (1983)
171253,14411,Brigsby Bear (2017)
4161,3529,"Mexican, The (2001)"
142422,13109,The Night Before (2015)
56671,8593,"Go-Getter, The (2007)"
7101,5735,Doc Hollywood (1991)
3700,3144,"Brother from Another Planet, The (1984)"
190939,15345,A Simple Favor (2018)
287699,17266,Oppenheimer (2023)
2418,2060,Nothing in Common (1986)
27821,7151,"Interpreter, The (2005)"
26554,6913,"Quiet Earth, The (1985)"
167162,14175,The Legend of Ben Hall (2016)
2587,2209,Life (1999)
6725,5450,Sgt. Pepper's Lonely Hearts Club Band (1978)
55282,8506,30 Days of Night (2007)
4976,4192,Iris (2001)
188773,15254,Shoplifters (2018)
3142,2696,U2: Rattle and Hum (1988)
108945,11533,RoboCop (2014)
96969,10890,"Magic of Belle Isle, The (2012)"
92058,10602,"Human Centipede II (Full Sequence), The (2011)"
3892,3306,Anatomy (Anatomie) (2000)
3161,2714,Onegin (1999)
1124,974,On Golden Pond (1981)
62081,8943,Eagle Eye (2008)
6002,4943,Love Liza (2002)
194016,15482,Ralph Breaks the Internet (2018)
3511,2996,Ready to Rumble (2000)
6660,5401,"Red Shoes, The (1948)"
2036,1725,Blank Check (1994)
2075,1761,Mephisto (1981)
187,175,Party Girl (1995)
8132,6190,Gladiator (1992)
66156,9117,"Escapist, The (2008)"
63540,9007,Beverly Hills Chihuahua (2008)
171759,14435,The Beguiled (2017)
97923,10947,Flight (2012)
4781,4041,Megiddo: The Omega Code 2 (2001)
45442,7922,Poseidon (2006)
83067,10089,And Soon the Darkness (2010)
106062,11413,Jackass Presents: Bad Grandpa (2013)
4105,3485,"Evil Dead, The (1981)"
2723,2323,Mystery Men (1999)
6356,5193,Gunfight at the O.K. Corral (1957)
25759,6630,October (1928)
2691,2296,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
76173,9685,Micmacs (Micmacs à tire-larigot) (2009)
4639,3928,America's Sweethearts (2001)
3652,3102,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)"
85056,10183,I Am Number Four (2011)
39435,7656,"Legend of Zorro, The (2005)"
111375,11644,Walk of Shame (2014)
68522,9219,Earth (2007)
81782,10011,Unstoppable (2010)
7937,6125,"Silence, The (Tystnaden) (1963)"
49274,8132,Happy Feet (2006)
2488,2122,Peeping Tom (1960)
2648,2259,Frankenstein (1931)
31698,7289,Son of the Mask (2005)
201743,15827,Clemency (2019)
120877,12123,Talcum Powder (1982)
182847,14972,Butterfly (2004)
89321,10401,"Future, The (2011)"
184135,15049,Anne Frank: The Whole Story (2001)
842,739,Tales from the Crypt Presents: Bordello of Blood (1996)
2877,2461,Tommy (1975)
4069,3456,"Wedding Planner, The (2001)"
71520,9424,"Invention of Lying, The (2009)"
70293,9330,Julie & Julia (2009)
4876,4122,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)
169220,14293,A Fantastic Woman (2017)
49772,8163,"Painted Veil, The (2006)"
124873,12252,The Turning Point (1952)
43460,7790,Tristram Shandy: A Cock and Bull Story (2005)
94677,10736,"Dictator, The (2012)"
107314,11466,Oldboy (2013)
89761,10431,"Dangerous Method, A (2011)"
120807,12112,John Mulaney: New In Town (2012)
71823,9452,"New York, I Love You (2009)"
8793,6469,PTU (2003)
2521,2149,Airport 1975 (1974)
212833,16211,Don't Hug Me I'm Scared 3 (2014)
193243,15443,Next Gen (2018)
3706,3150,Angel Heart (1987)
3851,3272,I'm the One That I Want (2000)
73413,9571,My One and Only (2009)
7833,6086,Shadow of the Thin Man (1941)
3091,2651,Kagemusha (1980)
7982,6143,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)"
94663,10734,Vicky Donor (2012)
72407,9499,"Twilight Saga: New Moon, The (2009)"
26299,6829,Phase IV (1974)
3507,2992,"Odd Couple, The (1968)"
162600,13932,Miss Peregrine's Home for Peculiar Children (2016)
182,170,Moonlight and Valentino (1995)
49824,8168,Dreamgirls (2006)
5163,4337,StageFright: Aquarius (1987)
279000,17132,Jeepers Creepers: Reborn (2022)
78349,9785,Exam (2009)
255335,16818,Shang-Chi and the Legend of the Ten Rings (2021)
87194,10289,The Way (2010)
97701,10926,Paranormal Activity 4 (2012)
64280,9035,Hospital (1970)
4502,3814,Ernest Saves Christmas (1988)
67869,9184,Flash Gordon (1936)
6816,5523,Three O'Clock High (1987)
100138,11078,"Simple Life, A (Tao jie) (2011)"
7043,5686,Vivre sa vie: Film en douze tableaux (My Life to Live) (1962)
1829,1536,Chinese Box (1997)
157318,13705,Perfect Strangers (2016)
77800,9741,Four Lions (2010)
156369,13662,Zero Days (2016)
158958,13763,Pollyanna (2003)
374,354,Richie Rich (1994)
6188,5067,Old School (2003)
2460,2099,"Texas Chainsaw Massacre 2, The (1986)"
34528,7537,Junebug (2005)
6581,5349,"Private Life of Sherlock Holmes, The (1970)"
128093,12371,"Bo Burnham: Words, Words, Words (2010)"
4971,4187,Moscow on the Hudson (1984)
5797,4803,"Company of Wolves, The (1984)"
465,436,Heaven & Earth (1993)
75389,9659,"Burrowers, The (2008)"
6517,5300,"Babe, The (1992)"
181497,14921,Laughter and Grief by the White Sea (1988)
4559,3860,Vice Versa (1988)
3563,3038,"Crow: Salvation, The (2000)"
3606,3070,On the Town (1949)
53435,8370,Hostel: Part II (2007)
150954,13453,Ko (2011)
87270,10295,"Other Woman, The (2009)"
132906,12586,The Man with the Iron Fists 2 (2015)
7626,6020,Switch (1991)
27922,7186,Jerry Seinfeld: 'I'm Telling You for the Last Time' (1998)
97188,10901,Sinister (2012)
137319,12859,The Rainbow (1989)
157296,13702,Finding Dory (2016)
3181,2732,Titus (1999)
5298,4436,Human Nature (2001)
4121,3495,Innerspace (1987)
7636,6021,Raising Cain (1992)
193599,15457,Climax (2018)
150322,13436,Paa (2009)
240338,16650,Long Story Short (2021)
4915,4147,"Beastmaster, The (1982)"
48319,8075,Flyboys (2006)
3400,2900,We're Back! A Dinosaur's Story (1993)
7136,5759,Stolen Kisses (Baisers volés) (1968)
4158,3526,Monkeybone (2001)
5591,4658,Monkey Trouble (1994)
183869,15034,Hereditary (2018)
144620,13226,Goosebumps (2015)
516,486,Renaissance Man (1994)
2445,2084,At First Sight (1999)
25947,6704,Unfaithfully Yours (1948)
117895,12010,Maze Runner: Scorch Trials (2015)
52885,8334,Paprika (Papurika) (2006)
272525,17017,Doctor Strange in the Multiverse of Madness (2022)
95756,10805,"Cat in the Hat, The (1971)"
731,656,Heaven's Prisoners (1996)
5553,4632,Stakeout (1987)
258575,16846,Mad God (2021)
670,610,"World of Apu, The (Apur Sansar) (1959)"
4351,3687,Point Break (1991)
6669,5409,Ikiru (1952)
89837,10434,Kill List (2011)
120635,12105,Taken 3 (2015)
72980,9538,Veronika Decides to Die (2009)
18,17,Four Rooms (1995)
2109,1791,"Jerk, The (1979)"
3075,2637,Repulsion (1965)
82854,10081,Gulliver's Travels (2010)
2633,2246,"Mummy, The (1932)"
5200,4361,"Man Who Saw Tomorrow, The (1980)"
190183,15313,The Darkest Minds (2018)
92694,10640,Perfect Sense (2011)
245816,16705,Caveat (2020)
2110,1792,Dead Men Don't Wear Plaid (1982)
3134,2690,Grand Illusion (La grande illusion) (1937)
60941,8878,"Midnight Meat Train, The (2008)"
78174,9772,Sex and the City 2 (2010)
45503,7926,Peaceful Warrior (2006)
155509,13626,Mr. Right (2016)
47382,8012,Step Up (2006)
999,868,2 Days in the Valley (1996)
7241,5835,Kanal (1957)
4526,3837,My Stepmother Is an Alien (1988)
64993,9059,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007)
136204,12793,The Second Mother (2015)
6966,5613,Darkman (1990)
4981,4197,Clockwise (1986)
3459,2952,Gothic (1986)
115309,11855,"Swan Princess: The Mystery of the Enchanted Treasure, The (1998)"
1099,956,"Christmas Carol, A (1938)"
5324,4455,Life or Something Like It (2002)
7294,5869,Welcome to Mooseport (2004)
44731,7871,Stay Alive (2006)
4705,3981,"Cage aux Folles, La (1978)"
973,847,Meet John Doe (1941)
131457,12519,Rise of the Legend (2014)
2862,2448,Caligula (1979)
122936,12212,Too Late Blues (1961)
26713,6951,Days of Being Wild (A Fei jingjyuhn) (1990)
68952,9241,Drag Me to Hell (2009)
278586,17120,Barbarian (2022)
2413,2055,Clue (1985)
8257,6235,Battleground (1949)
198185,15687,Twin Peaks (1989)
58975,8727,"Ruins, The (2008)"
90471,10480,Puncture (2011)
130684,12483,We Are Still Here (2015)
2713,2314,Lake Placid (1999)
81147,9971,Barefoot Gen 2 (Hadashi no Gen II) (1986)
2842,2430,Best Laid Plans (1999)
5672,4719,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002)
5735,4760,Faces of Death (1978)
160563,13843,The Legend of Tarzan (2016)
4043,3437,At Close Range (1986)
1366,1190,"Crucible, The (1996)"
417,389,Barcelona (1994)
7352,5913,Wilbur Wants to Kill Himself (2002)
4966,4183,"Incredible Shrinking Man, The (1957)"
177563,14748,Red Lion (1969)
191497,15368,Bisbee '17 (2018)
7218,5818,"Ox-Bow Incident, The (1943)"
115216,11850,"Salvation, The (2014)"
184835,15083,Lu Over the Wall (2017)
123244,12218,"Cry, the Beloved Country (1952)"
3213,2756,Batman: Mask of the Phantasm (1993)
48698,8102,Deliver Us from Evil (2006)
84262,10138,Chain Letter (2009)
271631,17001,Metal Lords (2022)
3245,2777,I Am Cuba (Soy Cuba/Ya Kuba) (1964)
115824,11875,Mr. Turner (2014)
45210,7913,United 93 (2006)
107771,11491,Only Lovers Left Alive (2013)
1179,1018,"Grifters, The (1990)"
5296,4434,"Sweetest Thing, The (2002)"
70208,9325,"Perfect Getaway, A (2009)"
45550,7931,Beyond a Reasonable Doubt (1956)
3539,3019,"Filth and the Fury, The (2000)"
3431,2926,Death Wish 2 (1982)
201921,15838,City of Joy (2016)
87483,10304,Mr. Popper's Penguins (2011)
37853,7611,Into the Blue (2005)
130520,12472,Home (2015)
241272,16656,Nobody (2021)
136469,12824,Larry David: Curb Your Enthusiasm (1999)
165603,14102,The Autopsy of Jane Doe (2016)
86345,10242,Louis C.K.: Hilarious (2010)
127204,12352,The Overnight (2015)
27636,7096,Herr Lehmann (2003)
90469,10479,Paranormal Activity 3 (2011)
120104,12087,Fitzwilly (1967)
2318,1965,Happiness (1998)
117881,12007,Still Alice (2014)
53460,8373,Surf's Up (2007)
197177,15620,Richard Says Goodbye (2018)
506,476,Orlando (1992)
2725,2325,Twin Falls Idaho (1999)
133782,12636,Maggie (2015)
103755,11277,Turbo (2013)
88954,10376,"Very Harold & Kumar 3D Christmas, A (2011)"
2347,1991,"Pope of Greenwich Village, The (1984)"
2744,2341,Otello (1986)
34534,7540,Four Brothers (2005)
219161,16369,Playing Hide and Seek (2020)
193697,15461,High Life (2018)
189033,15267,Daphne & Velma (2018)
4552,3855,"Tetsuo, the Ironman (Tetsuo) (1988)"
4758,4024,Soul Survivors (a.k.a. The Killer Cut) (2001)
34148,7506,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)"
69644,9292,Ice Age: Dawn of the Dinosaurs (2009)
7158,5774,House of Sand and Fog (2003)
7896,6106,Ride the High Country (1962)
36363,7565,Kin-Dza-Dza! (1986)
2259,1914,Blame It on Rio (1984)
116897,11945,Wild Tales (2014)
202934,15885,Anna (2019)
166918,14162,The Great Wall (2016)
2013,1702,"Poseidon Adventure, The (1972)"
136564,12837,Macbeth (2015)
1468,1274,Booty Call (1997)
5443,4546,Juwanna Mann (2002)
183421,14998,Red Sparrow (2018)
95543,10792,Ice Age 4: Continental Drift (2012)
5051,4255,Italian for Beginners (Italiensk for begyndere) (2000)
135135,12714,Max (2015)
1235,1070,Harold and Maude (1971)
66371,9132,Departures (Okuribito) (2008)
93766,10692,Wrath of the Titans (2012)
194,181,Smoke (1995)
138208,12884,The Walk (2015)
46803,7979,Young Mr. Lincoln (1939)
109848,11581,Under the Skin (2013)
6970,5616,Desk Set (1957)
104854,11346,"Coward, The (Kapurush) (1965)"
7701,6032,Look Who's Talking Too (1990)
226270,16510,The Trial of the Chicago 7 (2020)
303,285,"Quick and the Dead, The (1995)"
5555,4634,Wolfen (1981)
122470,12179,Inside Out (2011)
6756,5471,Casa de los babys (2003)
1113,966,"Associate, The (1996)"
93855,10700,God Bless America (2011)
6952,5601,Gothika (2003)
3317,2839,Wonder Boys (2000)
8404,6290,"Hound of the Baskervilles, The (1939)"
27899,7180,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)
82095,10031,Skyline (2010)
4390,3718,Rape Me (Baise-moi) (2000)
7782,6068,Sniper (1993)
1973,1663,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)"
49793,8164,We Are Marshall (2006)
33725,7476,It's All Gone Pete Tong (2004)
89904,10444,The Artist (2011)
3961,3360,Ghoulies (1985)
128852,12401,Chris Rock: Bigger & Blacker (1999)
1161,1002,"Tin Drum, The (Blechtrommel, Die) (1979)"
61073,8891,Hell Ride (2008)
2282,1933,Pecker (1998)
6166,5049,Dennis the Menace (1993)
26565,6918,Asterix in Britain (Astérix chez les Bretons) (1986)
31437,7267,Nobody Knows (Dare mo shiranai) (2004)
5315,4450,Chelsea Walls (2001)
4179,3544,Pixote (1981)
161916,13896,JACO (2014)
272199,17010,Rat Movie: Mystery of the Mayan Treasure (2014)
66198,9119,"International, The (2009)"
85412,10202,"Troll Hunter, The (Trolljegeren) (2010)"
1951,1641,Oliver! (1968)
4519,3830,"Land Before Time, The (1988)"
105468,11384,Cloudy with a Chance of Meatballs 2 (2013)
3719,3161,Love's Labour's Lost (2000)
105585,11391,Machete Kills (Machete 2) (2013)
1280,1114,Raise the Red Lantern (Da hong deng long gao gao gua) (1991)
2888,2471,Drive Me Crazy (1999)
1163,1004,Mina Tannenbaum (1994)
5881,4860,Solaris (2002)
